case_id,datetime,language,question,approved_answer,category,source_type,source_id,status,notes
call_center_197,2026-06-19 23:05:33,ru,Assalomu aleykum Esp klyuchlar korinmayapti va shuning uchun faktura uz ga kirolmayapmiz Ассалому алейкум Валейкум ассалом Булдими шунда? Йук Рахмат,с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 . . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 197 Operator tez orada ulanadi. any deskiz bormi Vaaleykum assalom qabul qiling sorov yubordim Klyuchlariz ko'rindi Manda bshqa savollariz yo'qmi ha ro'yxatdan o'tseyiz bo'ladi Hop sog' bo'lin,call_center,call_center,call_center_197,approved,Imported from call center API
call_center_194,2026-06-19 23:05:33,ru,ID: Фактура куринмаяпти,с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 . . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 194 Operator tez orada ulanadi. { hde-reply-to:3540 },call_center,call_center,call_center_194,approved,Imported from call center API
call_center_193,2026-06-19 23:05:33,ru,Salom manga yordamlariz kerey Faktura yaratishda imtiyoz qollab bumayapti. Ass Assalomu aleykjm Saldan keyin xatolik tashab beraman Lgota dobavit joyi chiqmayapti,с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 . . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 193 Operator tez orada ulanadi. Нма ошибка чкарвоти Болд хоп Солик Колл центрига алокага чикиб коринг бу муамо бойича,call_center,call_center,call_center_193,approved,Imported from call center API
call_center_192,2026-06-19 23:05:33,ru,Шу роуминг ИД сидаги фактура. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар 3 1 1 1 1 1 1 1 1 1 Шу роуминг ИД сидаги фактуралар. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар Бошка ёк,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 192 Operator tez orada ulanadi. Текшириб коринг Текшириб коринг Фактура узга дакументлариз тушди Бошка саволариз бомаса сухбатни йакунлиман,call_center,call_center,call_center_192,approved,Imported from call center API
call_center_191,2026-06-19 23:05:33,ru,shu faktura faktura.uzda korinmayapti nma boldi faktura hali ham korinmayapti,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 191 Operator tez orada ulanadi. Текшириб коринг,call_center,call_center,call_center_191,approved,Imported from call center API
call_center_190,2026-06-19 23:05:33,ru,ID: нету на вашем сайте ее ID: нету на вашем сайте ее Оператор ID: нету на вашем сайте ее Оператор 190 заявка когда будет готова? Проверить статус здравствуйте я ее уже в субботу увидела очень долго у вас работает Faktura Support (fakturauzsupportbot) У вас других вопросов нету про Faktura.uz пока нету но хотелось бы получать обратную свзять так как мы работаем через вашу систему и загрухки и отгрузки делаем через вас и когда нужна помощь от вас Faktura Support (fakturauzsupportbot) Следящий раз мы постараемся очень вовремя вам ответит спасибо большое Faktura Support (fakturauzsupportbot) Хорошего вам дня и вам тоже,Проверте пожалуйста Извините за ошибки У вас других вопросов нету про Faktura.uz Если у вас нету других вопросов я завершу диалог Следящий раз мы постараемся очень вовремя вам ответит Хорошего вам дня Спасибо большое,call_center,call_center,call_center_190,approved,Imported from call center API
call_center_188,2026-06-19 23:05:33,ru,счет фактурани тушириб бериш кк,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 188 Operator tez orada ulanadi. { hde-reply-to:3450 },call_center,call_center,call_center_188,approved,Imported from call center API
call_center_187,2026-06-19 23:05:33,ru,ID: Фактура куринмаяпти Ассалом алейкум Рахмат,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 187 Operator tez orada ulanadi. Текшириб коринг Фактура уз сайтига тушди дакументлариз Агар бошка саволариз бомаса Сухбати йакунлиман,call_center,call_center,call_center_187,approved,Imported from call center API
call_center_184,2026-06-19 23:05:33,ru,ID: Ошибка в системе ID: shu tushmadi faktura uzga,"Iltimos, operator javoblarining xizmat sifatini baholang. Sizning fikr-mulohazalaringiz bizga qo'llab-quvvatlash sifatini yaxshilashga yordam beradi.",call_center,call_center,call_center_184,approved,Imported from call center API
call_center_183,2026-06-19 23:05:33,ru,ID: INN ID: Faktura uzga tushmadi VAALAYKUM ASSALOM RAXMAT,Текшириб коринг Фактураузга тушди дакуметлари Агар бошка саволариз бомаса ман сухбати йакунлиман,call_center,call_center,call_center_183,approved,Imported from call center API
call_center_181,2026-06-19 23:05:33,ru,id shuni korib berin fakturada korinmayapti,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 181 Operator tez orada ulanadi. sinxronizatsiya qilib beraman,call_center,call_center,call_center_181,approved,Imported from call center API
call_center_180,2026-06-19 23:05:33,ru,саволим бор Смарт апдан фактурани ташаганимда черновек болимида коринмебди уша фактура?? Ассалому алайкум у документ фактураузга тушмагани учун мурожаат килдимда тушмаган хужжатни ИД бумидику ака смарт апдан фактурани юбориб фактураузга тушгандан кн юборсак cjkbrlf коринадику Ишларизга ривож!,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 180 Operator tez orada ulanadi. Дакумент Ид сини ман ташаворолисизми Соликда коринади соликга кириб ушатиги ИД сини олиб беринг Телефон номеризи беролисизми Сог болинг саломат болинг Сухбати йакунладим,call_center,call_center,call_center_180,approved,Imported from call center API
call_center_179,2026-06-19 23:05:33,ru,type=buyer ?type=buyer ?type=buyer + Pharma Pharma счет-фактура - фактура уз. га утмаган счет-фактура - фактура уз. га утмаган,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 179 Operator tez orada ulanadi. assalomu aleykum hammasi sistemaga tushdi",call_center,call_center,call_center_179,approved,Imported from call center API
call_center_178,2026-06-19 23:05:33,ru,🄱🄴🄷🅉🄾🄳 ID документа ( Didox.uz ): ID документа ( Rouming.uz ): 🄱🄴🄷🅉🄾🄳 обновления клб беринг Юмакс фарм сервис 🄱🄴🄷🅉🄾🄳 ID документа ( Didox.uz ): ID документа ( Rouming.uz ): 🄱🄴🄷🅉🄾🄳 обновления клб беринг,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 178 Operator tez orada ulanadi. Текшириб коринг Фактурага дакументлариз тушди,call_center,call_center,call_center_178,approved,Imported from call center API
call_center_177,2026-06-19 23:05:33,ru,инн здравствуйте Оператор ттн есть а счет -фактура изчезла товар маркерованый мне нужно сделать возврат срочно нужна фактура ID: это soliq.uz,пожалуйста отправьте ID Документа С\Ф Проверьте,call_center,call_center,call_center_177,approved,Imported from call center API
call_center_175,2026-06-19 23:05:33,ru,type=buyer ?type=buyer ?type=buyer Pharma Pharma счет-фактура - фактура уз. га утмаган счет-фактура - фактура уз. га утмаган Pharma ?type=buyer Pharma ?type=buyer Pharma ?type=buyer рахмат тушибти ?type=buyer рахмат,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 175 Operator tez orada ulanadi. Текшириб коринг Фактурага тушди хамма дакументлариз Текшириб коринг Сог болинг саломат болинг",call_center,call_center,call_center_175,approved,Imported from call center API
call_center_171,2026-06-19 23:05:33,ru,сколько стоит отправка одного письма по гибридной почте Финансовый вопрос Ошибка в системе сколько стоит отправка одного письма по гибридной почте а для физ лиц?,здравствуйте 11.500 сум для всех одинаково,call_center,call_center,call_center_171,approved,Imported from call center API
call_center_170,2026-06-19 23:05:33,ru,Murojat holatini tekshirish Murojat holatini tekshirish,"Bu bo'lim ishlab chiqilmoqda! . Bu bo'lim ishlab chiqilmoqda! . : . . ! Siz Faktura.uz qo'llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo'lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo'lsa, botdan foydalanish bo'yicha yo'riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so'raymiz. Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!",call_center,call_center,call_center_170,approved,Imported from call center API
call_center_168,2026-06-19 23:05:33,ru,Ассалаума алейкум фактураны кабылайен десем кабыланбай айланып тура береди /JSHIR карханадан келган фактураны подписат етилмей атыр ключ корнияпти карханадан келган фактураны кобыл кылсам айланип тура беради,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 168 Operator tez orada ulanadi. . klyuchiz ko'rinvotimi? qanday xatolik bo'voti Faktura.uz saytidan foydalaniszmi? Obnovit qilib birozdan so'ng urinib ko'ring Hujjatizi imzolayoldizmi?",call_center,call_center,call_center_168,approved,Imported from call center API
call_center_167,2026-06-19 23:05:33,ru,"shu firmamda faktura.uz saytida klyuchlarim koʻrinmayapti, yordam berib yuboring assalomu alaykum ha beraman 1287191268 tezroq koʻrib bering hozir ofisda operator qizlarim ishlamay turishipti tezroq koʻrib bering hozir ofisda operator qizlarim ishlamay turishipti kompyuterda qayta yuboring yubordim deb ayting qizlar bn a'loqada turipman alooo yuborasizmi axir tel raqam yubora olasizmi shu operator qizimga tel qiling kompyuterni yonida hozir u bor F shu raqamga tel qiling",Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 167 Operator tez orada ulanadi. Anydesk беролисизми Анй деск берсез ман сразу кориб берардм Крвоман Кабул кворинг Анй дескизга хозр крсам боладими Клучлариз коринди,call_center,call_center,call_center_167,approved,Imported from call center API
call_center_165,2026-06-19 23:05:33,ru,faktura.uz ga kira olmayapman kalitlar chiqmayapti 1 222 833 246 манга утган ой сиздагилар шуни установить киб беришди установить килдим калитлар чикди,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 165 Operator tez orada ulanadi. Anydesk беролисизми Установка киболиш гандан кейн ман йозворсез калит лани хал килиб берамиза Cог болинг саломат болинг,call_center,call_center,call_center_165,approved,Imported from call center API
call_center_164,2026-06-19 23:05:33,ru,Нуржан (nnnavitamins) Инн хам кушилиб кетибти,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 164 Operator tez orada ulanadi. 6a1feb3488e20d40f2c129f1303047175 assalomu aleykum bu ID soliqdan olinganmi?,call_center,call_center,call_center_164,approved,Imported from call center API
call_center_161,2026-06-19 23:05:33,ru,При выходе Здравствуйте Всё зашёл. Спасибо,Заново попробуйте зайти Хорошего вам дня,call_center,call_center,call_center_161,approved,Imported from call center API
call_center_160,2026-06-19 23:05:33,ru,Assalomu alaykum api ulanish uchun token olishga kimga murojaat qilish mumkin,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 160 Operator tez orada ulanadi. assalomu aleykum boglanish uchun nomer berolisizmi? telefon qib tushomadm 712000013 call center nomeri,call_center,call_center,call_center_160,approved,Imported from call center API
call_center_159,2026-06-19 23:05:33,ru,Assalomu alaykum Assalomu alaykum histob tuldirsh kerag Assalomu alaykum fakturni hisobni tuldirsh kerag Ishlamyapti,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 159 Operator tez orada ulanadi. Payme ил банк оркали толдирсез болади Нмадан толдирмохчисиз Payme данми?,call_center,call_center,call_center_159,approved,Imported from call center API
call_center_158,2026-06-19 23:05:33,ru,Murojat holatini tekshirish ТТН фактура узда куринмаябди Ассалому алейкум рахмат Faktura Support (fakturauzsupportbot) Сог болинг саломат болинг сиз хам,Bu bo'lim ishlab chiqilmoqda! . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 158 Operator tez orada ulanadi. Текшириб коринг Фактурага тушди дакументиз Сог болинг саломат болинг Йана убу саволариз боса йозурасиз ботга,call_center,call_center,call_center_158,approved,Imported from call center API
call_center_157,2026-06-19 23:05:33,ru,"Tabis Tabis , шу хужжат кетмаяпти Tabis Tabis , шу хужжат кетмаяпти Tabis , шу хужжат кетмаяпти Tabis Tabis , шу хужжат кетмаяпти Tabis Faktura Support (fakturauzsupportbot) assalomu aleykum bu oshibka e imzodan birozdan song imzolab korin бироздан эмас кечадан бери кетмаяпти, удалить килибда кураяпман",Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 157 Operator tez orada ulanadi. assalomu aleykum bu oshibka e imzodan birozdan song imzolab korin udalit qilib boshidan jonatsez kettimi?,call_center,call_center,call_center_157,approved,Imported from call center API
call_center_156,2026-06-19 23:05:33,ru,TASHKENT - FINANCE Assalomu alaykum Klyuchlarni ko'rsatmayapti TASHKENT - FINANCE Assalomu alaykum Klyuchlarni ko'rsatmayapti Bo'ldi hal qildik,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 156 Operator tez orada ulanadi. Anydesk беролисизми Сог болинг саломат болинг,call_center,call_center,call_center_156,approved,Imported from call center API
call_center_155,2026-06-19 23:05:33,ru,"ID документа ( Rouming.uz ): ИНН сайтда куринмаяпти караб беринг илтимос ID документа ( Rouming.uz ): ИНН сайтда куринмаяпти караб беринг илтимос Ассаламу аълайкум рахмат котта, куринди",Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 155 Operator tez orada ulanadi. Текшириб коринг Фактураузга тушди дакументиз Сог болинг,call_center,call_center,call_center_155,approved,Imported from call center API
call_center_154,2026-06-19 23:05:33,ru,Assalomu aleykum shu fakturani ko'rintirib beringlar INN312499504,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 154 Operator tez orada ulanadi. assalomu aleykum,call_center,call_center,call_center_154,approved,Imported from call center API
call_center_151,2026-06-19 23:05:33,ru,Оператор не видно счёт фактура : Проверить статус дидоксда бор айнан шу счет фактура чикмовати отканмиз поставщик юворган солик.уз да дидоксда бор бизза биржа платформамиз сила билан интеграция килинган пулини откиз беролмовамиз из за того что фактурада йолиги учун Проверить статус ?t=0 бундан олдинги шу организация №27 счет фактураси бизага №26 си кере лекин 2 та 26 номер билан койилган отказ киганмиз хатоликлари боган 3 марта ташашди кейин Бек (busido_17) бизза биржа платформамиз сила билан интеграция килинган пулини откиз беролмовамиз из за того что фактурада йолиги учун Фактура билан ишлимиз бошка операторлани ссылкасини пример киб ташавамиз уладаа бор силада йо,INN togri kiritkanmisiz? bizda bunaqa INN chiqmayapti siz faktura.uz da royxatan otkanmisiz? 312179704 bu INN boyicha tafkilot chiqmayapti bizni bazada siz qaysi operatorda ishlisiz? boshqa operatorda ishlasez ulaga murojat qlishiz kere assalomu aleykum nomer berolisizmi boglanish uchun?,call_center,call_center,call_center_151,approved,Imported from call center API
call_center_150,2026-06-19 23:05:33,ru,Assalomu aleykum shu fakturani ko'rintirib beringlar INN,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 150 Operator tez orada ulanadi. Текшириб коринг,call_center,call_center,call_center_150,approved,Imported from call center API
call_center_149,2026-06-19 23:05:33,ru,"assalomalekum, may oyida s/faktura berilgan, shu tovarni qanday qaytarib olsa bo'ladi? Общая сумма НДС всех товаров основного и дополнительного ЭСФ не должна быть меньше нуля! Общая сумма НДС всех товаров в основном СФ: 456638,25 сум; в ранее созданных дополнительных счетах-фактурах: 0 сум, в создаваемом СФ: -456638,33 сум. ha",Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 149 Operator tez orada ulanadi. assalomu aleykum schet faktura turini dopolnitelni qganmisiz?,call_center,call_center,call_center_149,approved,Imported from call center API
call_center_148,2026-06-19 23:05:33,ru,Moliyaviy masala Moliyaviy masala Mansurbek,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 148 Operator tez orada ulanadi. assalomu aleykum bank orqali tolagan bolsangiz 1 sogot ichida puliz balansizga tushadi,call_center,call_center,call_center_148,approved,Imported from call center API
call_center_146,2026-06-19 23:05:33,ru,type=buyer ?type=buyer ?type=buyer ?type=buyer ?type=buyer счет-фактура - фактура уз. га утмаган ?type=buyer Pharma Pharma счет-фактура - фактура уз. га утмаган РАХМАТ,Текшириб коринг фактурага тушди дакументиз Текшириб коринг Сог болинг,call_center,call_center,call_center_146,approved,Imported from call center API
call_center_145,2026-06-19 23:05:33,ru,ассаламу влейкум фактурага ойлик тулов кила олмаяпмиз фактурага ойлик тулов кила олмаяпмиз фактурага ойлик тулов кила олмаяпмиз. пайми праграмма дан пул тулаб булмаяпти,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 145 Operator tez orada ulanadi. Payme или банк оркали толов кисез болади",call_center,call_center,call_center_145,approved,Imported from call center API
call_center_144,2026-06-19 23:05:33,ru,Помогите зарегистрироваться у меня не выходят ЭЦП Помогите зарегистрироваться у меня не выходят ЭЦП 1 674 627 297 Вы подключитесь? Спасибо,здравствуйте можете дать удаленный доступ ANYDESK? примите запрос рады помочь,call_center,call_center,call_center_144,approved,Imported from call center API
call_center_143,2026-06-19 23:05:33,ru,ID: куриб беринг фактурани Куринмаяпти D: йук куринмаяпти хали йук куринмаяпти силка беринг ID: ID: Нуржан ID: ID: Шуларни курвосизми Нуржан Буни статуси удален боп турибтию ID: Узур йенги ташабти бошидан куринди рахмат коттакон,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 143 Operator tez orada ulanadi. Assalomu aleykum tekshirib ko'ring iltimos Текшириб коринг йана бир марта Кириб текшириб корингчи Бзадайам шунака турипти отмен килинган боптурипти Текшириб коринг Сог болинг,call_center,call_center,call_center_143,approved,Imported from call center API
call_center_141,2026-06-19 23:05:33,ru,id inn shu faktura uzda korinmayapti korib bering,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 141 Operator tez orada ulanadi.,call_center,call_center,call_center_141,approved,Imported from call center API
call_center_140,2026-06-19 23:05:33,ru,Солик кумитасида айни вактда хеч канака муаммо колмаганини билдиришди сизлар хозирги холат буйича базаларизни янгилашлариз керак экан,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 140 Operator tez orada ulanadi. . Bu xatolik soliqdan bovoti. Baza ertalab qayta ishga tushurildi. Obnovit qilib qayta urinib ko'ring,call_center,call_center,call_center_140,approved,Imported from call center API
call_center_137,2026-06-19 23:05:33,ru,Assalomu aleykum shu fakturani ko'rintirib beringlar INN,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 137 Operator tez orada ulanadi. Текшириб коринг tekshirib ko'ring,call_center,call_center,call_center_137,approved,Imported from call center API
call_center_136,2026-06-19 23:05:33,ru,ID: SHU FAKTURALARNI KORINTIRIB BERING korinmadi ?? korindi raxmat,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 136 Operator tez orada ulanadi. Текшириб коринг Маши линк блан кириб корингчи Сог болинг,call_center,call_center,call_center_136,approved,Imported from call center API
call_center_135,2026-06-19 23:05:33,ru,"B Мижоз соликка чикиб хал килиб берсин Mijozda muammo bor, Soliqqa borib xal qilish kerak 49 Shunaqa muommo bulgan edi bizda Faktura Support Bu muammo agar biz tarafdan bo'lganida biz yordam berar edik lekin xatolik soliq tarafdan shu sabab yordam berolmimiz! Shu hujjatni boshqa operator yokida soliqning ozidan yuborilganda ham shu xatolik chiqadi 49 49 Mijoz soliqqa borib yattsin butunlayga tuxtatdi xamma ishni xal qilib keldi lekin faktura utmayabti 49 Soliqqa borse bizda hamma ish bitdi faktura.uz bilan gaplashinglar dedi","Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 135 Operator tez orada ulanadi. assalomu aleykum biz tarafdan muammo yoq bu PINFL boyicha soliqni ozini saytidan yaratib jonatib korin ketadimi yoqmi ketsa biz soliqa chiqamiz murojat blan ketmasa soliq hali togilamagan",call_center,call_center,call_center_135,approved,Imported from call center API
call_center_132,2026-06-19 23:05:33,ru,Assalomu alaykum 1 c dan faktura uzga fakturalarni otqazib bolmaypti,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 132 Operator tez orada ulanadi. assalomu aleykum boshidan urinib korin,call_center,call_center,call_center_132,approved,Imported from call center API
call_center_129,2026-06-19 23:05:33,ru,c orqali bog'lana olmayapmiz faktura uzga qachon ulanadi alo,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 129 Operator tez orada ulanadi. Ассалому алайум Йана бир марта харакат килиб коринг,call_center,call_center,call_center_129,approved,Imported from call center API
call_center_128,2026-06-19 23:05:33,ru,Шу роуминг ИД сидаги фактура Фактура узда куринмаяпти. Куринтириб беринг,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 128 Operator tez orada ulanadi. Текшириб коринг,call_center,call_center,call_center_128,approved,Imported from call center API
call_center_123,2026-06-19 23:05:33,ru,Канал открыт повторно нет спасибо,Вы зашли в профиль. У вас больше нет вопросов?,call_center,call_center,call_center_123,approved,Imported from call center API
call_center_121,2026-06-19 23:05:33,ru,INN: ID: SHU FAKTURALARNI KORINTIRIB BERING ID: SHU FAKTURALARNI KORINTIRIB BERING,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 121 Operator tez orada ulanadi.",call_center,call_center,call_center_121,approved,Imported from call center API
call_center_119,2026-06-19 23:05:33,ru,FAktura ham ttn ham ketmayapti Bio Sut anchadan beri shunaqa aylanib turipti 1 dan oshmasdan 1 875 174 707 endi ketvotti nimadan bo'gan ttn da bitta muammosi bor mxik kodi tog'rimas chiquradi,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 119 Operator tez orada ulanadi. Нма ашибка бервоти Anydesk Беролисизми Сог болинг,call_center,call_center,call_center_119,approved,Imported from call center API
call_center_118,2026-06-19 23:05:33,ru,Финансовый вопрос да есть .,У вас есть Any desk предоставьте данные эни деск,call_center,call_center,call_center_118,approved,Imported from call center API
call_center_116,2026-06-19 23:05:33,ru,Ошибка в системе ID : SHU FAKTURALARNI KORINTIRIB BERING RAXMAT,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 116 Operator tez orada ulanadi. Текшириб коринг Фактурага тушди дакументлариз Сог болинг,call_center,call_center,call_center_116,approved,Imported from call center API
call_center_115,2026-06-19 23:05:33,ru,Фактурага тулов килиб булмаяпти Фактурага тулов килиб булмаяпти,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 115 Operator tez orada ulanadi. Payme или банк оркали толов ксез болади,call_center,call_center,call_center_115,approved,Imported from call center API
call_center_112,2026-06-19 23:05:33,ru,assalom aleykum yaxshimisiz faktura jo'natishda shunqa chiqazyapti,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 112 Operator tez orada ulanadi. Нма йордам беролиман Соликга алокага чикиб коринг бу муамо бойича,call_center,call_center,call_center_112,approved,Imported from call center API
call_center_111,2026-06-19 23:05:33,ru,"Хайирли кун ТТН ки не выгружаются русский Оператор 305 134 937 ТТН ки не выгружаются отредактировала, но не выгружается Добрый день не получается подключится к платформе фактура.уз уже заработала программа. Спасибо",здравствуйте попробуй отредактировать один документ сохранить и отправить заново Вашу заявку я передал специалистом Ишо раз попробуйте,call_center,call_center,call_center_111,approved,Imported from call center API
call_center_110,2026-06-19 23:05:33,ru,id inn shu fakturayam korinmayapti korib berin id inn shu fakturayam korinmayapti korib berin,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 110 Operator tez orada ulanadi.,call_center,call_center,call_center_110,approved,Imported from call center API
call_center_109,2026-06-19 23:05:33,ru,shuni korib berila id inn shu faktura korinmayapti korib berin rahmat boldi,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 109 Operator tez orada ulanadi. Нма йордам беролиман Текшириб коринг Сог болинг,call_center,call_center,call_center_109,approved,Imported from call center API
call_center_107,2026-06-19 23:05:33,ru,Assalomu aleykum Rahmat,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 107 Operator tez orada ulanadi. Текшириб коринг Хамма дакументиз фактура узга тушди Сог болинг,call_center,call_center,call_center_107,approved,Imported from call center API
call_center_106,2026-06-19 23:05:33,ru,шу номерга килишсин илтимос телефон килишмади фактура черновикда турибди юбора олмаяпман. неччи кундан бери ани дискдан куриб бера оласизларми Ассалом алейкум хозир хоп хали куришмадими кутиб утирувдим програмистлар. йук фактура эди фоизсиз кетмаяпганди через ани куриб програмичтларга юбормокчидиз хоз курий олдин шу икпу билан кетган эди бошида 5 % фактуралар кетди юборилди да,"nma muammo bovoti jonatvotkanizda? 712000013 call center nomeri Anydesk беролисизми Уланвоман Нма муамо бовотуди сизда ТНН бойича муамо бовотудийа сизда Подписат кбомайаптудими 10403003013000001 маши ИКПУ ни ишлатвотган екансз бу ИКПУни адна староний Шот фактурада ишлатиб бомиди Сизи шот фактурез адна старонийми , Одно старонний Шот фактурада пакат маши ИКПУ лани ишлатолиз",call_center,call_center,call_center_106,approved,Imported from call center API
call_center_105,2026-06-19 23:05:33,ru,assalomu alakum sertifikat chiqmayapti. iltimos yordam bervorilar\ inn sertifikat chiqmayapti assalomu alaykum aalbatta alo,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 105 Operator tez orada ulanadi. Anydesk беролисизми Крвоман Сог болинг",call_center,call_center,call_center_105,approved,Imported from call center API
call_center_104,2026-06-19 23:05:33,ru,Сертификат не найден Оператор сертификат не найден ассалому алейкум хозир Faktura Support (fakturauzsupportbot) Anydesk Беролисизми 573 726 068 Билайн 573 726 068 кирасизми? Оператор катта рахмат,Нма йордам беролиман Anydesk Беролисизми Кирвоман Сог болинг саломат болинг,call_center,call_center,call_center_104,approved,Imported from call center API
call_center_103,2026-06-19 23:05:33,ru,Ассалому алайкум ID документа ( Didox.uz ): ID документа ( Rouming.uz ): ID документа ( Didox.uz ): ID документа ( Rouming.uz ): Хуп,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 103 Operator tez orada ulanadi. Текшириб коринг,call_center,call_center,call_center_103,approved,Imported from call center API
call_center_98,2026-06-19 23:05:33,ru,ID: ID: Куринмаяпти куриб беринг фактуралани Рахмат,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 98 Operator tez orada ulanadi. Текшириб коринг Сог болинг,call_center,call_center,call_center_98,approved,Imported from call center API
call_center_96,2026-06-19 23:05:33,ru,"Здравствуйте,опять та же проблема. ТТН грузится, но не отправляется. уже редактировала не получилось да хорошо",здравствуйте попробуйте отредактировать и отправить заново не получилось отправить? можете удаленный доступ дать? подключаюсь передал специалистам как только проверят сообщу можете попробовать заново подписать?,call_center,call_center,call_center_96,approved,Imported from call center API
